tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks,contactno_lifesg,emailaddress_lifesg,website_lifesg
na,PT8702,Brighton Montessori Sunset Way,PT,Private Operators,CC,64646396,sunset@brightonmontessori.com.sg,"41,SUNSET WAY,#02-01,CLEMENTI ARCADE,597071",597071,www.brightonmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,2026-03-24,na,64646396,sunset@brightonmontessori.com.sg,www.brightonmontessori.com.sg
na,RC1885,Far Eastern Kindergarten,RC,Not-for-Profit Organisation,KN,62513676,fek_edu@singnet.com.sg,"9A,GILSTEAD ROAD,309063",309063,https://www.lifebpc.com/fekedu/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,08:00-15:00,na,na,No,Yes,Yes,No,2026-03-24,na,62513676,fek_edu@singnet.com.sg,https://www.lifebpc.com/fekedu/
na,PT9829,MapleBear Tiny Learners Pte Ltd,PT,Private Operators,CC,90092206,principal-kakibukit@maplebear.sg,"6,KAKI BUKIT AVENUE 1,#03-03/04,417940",417940,www.maplebear.sg/kakibukit,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,No,2026-03-24,na,96318496,patriciakoh@maplebear.sg,www.maplebear.sg/kakibukit
na,ST0099,PCF Sparkletots Preschool@ Pioneer Blk 991 (CC),ST,PCF Sparkletots Preschool Limited,CC,66127195,PO.CC.991@pcf.org.sg,"991,UPPER JURONG ROAD,#01-02,630991",630991,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-24,na,66127195,PO.CC.991@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0005,PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC),ST,PCF Sparkletots Preschool Limited,CC,63657293,WG.CC.894D@pcf.org.sg,"894D,WOODLANDS DRIVE 50,#01-19,733894",733894,www.pcf.org.sg/sparkletots/,Full,Limited,Limited,Limited,Available,Available,Available,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-24,na,63657293,WG.CC.894D@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0186,PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 246 (CC),ST,PCF Sparkletots Preschool Limited,CC,62825378,bl.cc.246@pcf.org.sg,"246,SERANGOON AVENUE 3,#01-216,550246",550246,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Available,Available,Limited,Available,Full,Full,Full,Full,Full,Full,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-23,na,62825378,bl.cc.246@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,RC1905,KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE (BEDOK NORTH),RC,Not-for-Profit Organisation,CC,69170692,bedoknorth.chc@kidzmeadow.com,"431,BEDOK NORTH ROAD,#01-01,460431",460431,https://www.kidzmeadow.com/,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Limited,Limited,Full,Available,Available,Available,Available,Limited,Limited,Full,Available,Available,Available,Available,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-03-23,na,69170692,bedoknorth.chc@kidzmeadow.com,https://www.kidzmeadow.com/
na,ST0094,PCF Sparkletots Preschool @ Yuhua Blk 208 (CC),ST,PCF Sparkletots Preschool Limited,CC,65674739,YH.CC.208@pcf.org.sg,"208,JURONG EAST STREET 21,#01-189,600208",600208,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-23,na,65674739,YH.CC.208@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0047,PCF Sparkletots Preschool @ Woodgrove Blk 339 (CC),ST,PCF Sparkletots Preschool Limited,CC,63641246,WG.CC.339@pcf.org.sg,"339,Woodlands Ave 1,#01-553,730339",730339,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-23,na,63641246,WG.CC.339@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0329,PCF Sparkletots Preschool @ Keat Hong Blk 295 (DS),ST,PCF Sparkletots Preschool Limited,DS,67629925,KE.DS.295@pcf.org.sg,"295,Choa Chu Kang Avenue 2,#01-169,680295",680295,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-23,na,67629925,KE.DS.295@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0080,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 455 (CC),ST,PCF Sparkletots Preschool Limited,CC,66659528,JS.CC.455@pcf.org.sg,"455,JURONG WEST STREET 42,#01-136,640455",640455,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-23,na,66659528,JS.CC.455@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0296,PCF Sparkletots Preschool @ Marymount Blk 231 (DS),ST,PCF Sparkletots Preschool Limited,DS,64549608,BH.DS.231@pcf.org.sg,"231,Bishan Street 23,#01-21,570231",570231,www.pcf.org.sg/sparkletots/,Limited,Limited,Full,Full,Full,Limited,Full,Limited,Available,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-23,na,64549608,BH.DS.231@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0292,PCF Sparkletots Preschool @ Cheng San Blk 533 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,64589560,CS.EY.533@pcf.org.sg,"533,Ang Mo Kio Avenue 5,#01-4100,560533",560533,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Others,Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-23,na,64589560,CS.EY.533@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,PT7110,ETONHOUSE INTERNATIONAL RESEARCH PRE-SCHOOL PTE.LTD.,PT,Private Operators,CC,92389605,priscilia.lim@etonhouse.edu.sg,"16,COLLYER QUAY,#03-00,COLLYER QUAY CENTRE,049318",049318,https://info.etonhouse.edu.sg/city,Full,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Others: Japanese,Yes,07:00-19:00,na,na,No,Yes,Yes,Yes,2026-03-23,na,92389605,priscilia.lim@etonhouse.edu.sg,https://info.etonhouse.edu.sg/city
na,PT8659,Apricus Kids Academy Pte Ltd,PT,Private Operators,CC,64676601,skhim@apricuspreschool.com,"36,WATTEN PARK,287421",287421,www.apricuspreschool.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,2026-03-23,na,64676601,skhim@apricuspreschool.com,www.apricuspreschool.com
na,ST0406,PCF Sparkletots Preschool @ Buona Vista Blk 43 (CC),ST,PCF Sparkletots Preschool Limited,CC,69790982,BV.CC.43@pcf.org.sg,"43,TANGLIN HALT ROAD,#01-217,TANGLIN HALT GREEN,142043",142043,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,69790982,BV.CC.43@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0388,PCF Sparkletots Preschool @ Taman Jurong Blk 150 (CC),ST,PCF Sparkletots Preschool Limited,CC,69904415,TJ.CC.150@pcf.org.sg,"150,CORPORATION DRIVE,#01-01,610150",610150,www.pcf.org.sg/sparkletots/,Available,Available,Limited,Limited,Limited,Limited,Available,Limited,Limited,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,69904415,TJ.CC.150@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0385,PCF Sparkletots Preschool @ Kolam Ayer Blk 52 (CC),ST,PCF Sparkletots Preschool Limited,CC,66125717,KY.CC.52@pcf.org.sg,"52,SIMS PLACE,#01-140,SIMS VISTA,380052",380052,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Limited,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,66125717,KY.CC.52@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0381,PCF Sparkletots Preschool @ Kolam Ayer Blk 26B (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,65733258,KY.EY.26B@pcf.org.sg,"26B,ST. GEORGE'S LANE,#01-37,ST GEORGE'S TOWERS,322026",322026,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,65733258,KY.EY.26B@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0325,PCF Sparkletots Preschool @ Cashew Blk 545 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,67646220,cw.ey.545@pcf.org.sg,"545,Bukit Panjang Ring Road,#01-871,670545",670545,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67646220,cw.ey.545@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0313,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 276D (KN),ST,PCF Sparkletots Preschool Limited,KN,62679003,JS.KN.276D@pcf.org.sg,"276D,Jurong West Street 25,#01-11,644276",644276,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62679003,JS.KN.276D@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0301,PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS),ST,PCF Sparkletots Preschool Limited,DS,62656991,TJ.DS.352@pcf.org.sg,"352,Kang Ching Road,#01-71,610352",610352,www.pcf.org.sg/sparkletots/,Full,Full,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62656991,TJ.DS.352@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0295,PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 197 (KN),ST,PCF Sparkletots Preschool Limited,KN,62590542,BE.KN.197@pcf.org.sg,"197,Bishan Street 13,#01-567,570197",570197,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Available,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Available,na,Chinese|Malay|Tamil,Yes,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62590542,BE.KN.197@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0222,PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS),ST,PCF Sparkletots Preschool Limited,DS,67766927,BV.DS.4@pcf.org.sg,"4,Holland Close,#01-07,271004",271004,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67766927,BV.DS.4@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0215,PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),ST,PCF Sparkletots Preschool Limited,DS,63344918,BV.DS.54@pcf.org.sg,"54,Commonwealth Drive,#01-564,142054",142054,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,63344918,BV.DS.54@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0213,PCF Sparkletots Preschool @ West Coast Blk 728 (KN),ST,PCF Sparkletots Preschool Limited,KN,67782677,WE.KN.728@pcf.org.sg,"728,Clementi West Street 2,#01-390,120728",120728,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,na,Chinese|Malay|Tamil,Yes,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67782677,WE.KN.728@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0211,PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS),ST,PCF Sparkletots Preschool Limited,DS,62701511,TB.DS.78A@pcf.org.sg,"78A,Telok Blangah Street 32,#03-01,101078",101078,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Full,Limited,Available,Available,Available,Available,Available,Limited,Limited,Available,Available,Available,Available,Available,Limited,Limited,Available,Available,Available,Available,Available,Limited,Limited,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62701511,TB.DS.78A@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0203,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 319 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,67770864,BT.EY.319@pcf.org.sg,"319,CLEMENTI AVENUE 4,#01-55,CLEMENTI JADE,120319",120319,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67770864,BT.EY.319@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0184,PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 409 (CC),ST,PCF Sparkletots Preschool Limited,CC,65650245,BE.CC.409@pcf.org.sg,"409,SIN MING AVENUE,#02-01,570409",570409,www.pcf.org.sg/sparkletots/,Available,Available,Available,Limited,Limited,Available,Available,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,65650245,BE.CC.409@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0175,PCF SPARKLETOTS PRESCHOOL @ CASHEW (CC),ST,PCF Sparkletots Preschool Limited,CC,67672848,CW.CC.Mega1@pcf.org.sg,"17,PETIR ROAD,#02-33,HILLION MALL,678278",678278,https://www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67672848,CW.CC.Mega1@pcf.org.sg,https://www.pcf.org.sg/sparkletots/
na,ST0170,PCF Sparkletots Preschool @ Kreta Ayer-Kim Seng Blk 8 (DS),ST,PCF Sparkletots Preschool Limited,DS,67421497,KK.DS.8@pcf.org.sg,"8,UPPER BOON KENG ROAD,#01-03,MULTI STOREY CAR PARK,380008",380008,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67421497,KK.DS.8@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0111,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 275A (CC),ST,PCF Sparkletots Preschool Limited,CC,67901850,JS.CC.275A@pcf.org.sg,"275A,JURONG WEST STREET 25,#01-127,641275",641275,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67901850,JS.CC.275A@pcf.org.sg,www.pcf.org.sg/sparkletots/
